NOWAK
SOLTYS
BOBER
BILSKA
FALKOWSKA
KOVALCHUK
RACZYNSKA
FILIPEK
JAKUBIAK
PAKULA
SZWED
CEBULA
MIERZEJEWSKA
SHEVCHENKO
GASIOROWSKA
BARTOSIK
WASIAK
MAJCHER
STANEK
KEDZIORA
GORNIAK
GUZIK
KRUPINSKA
ROMANIUK
WIECEK
NOWACZYK
RUSIN
URBANCZYK
STASZEWSKA
CISZEWSKA
STOLARCZYK
GORAL
MATUSZAK
CZAPLA
JASKIEWICZ
KOPCZYNSKA
WOLAK
DROZDOWSKA
ZAGORSKA
KULIG
PARTYKA
RUCINSKA
FLOREK
ZWOLINSKA
SIEDLECKA
MODZELEWSKA
KACZMARSKA
SLOWINSKA
KASZUBA
GRZYWACZ
KALUZNA
MOTYKA
GOLAB
SLAWINSKA
PACZKOWSKA
PYTEL
CHOLEWA
MISZTAL
ANDRZEJCZAK
MILCZAREK
PAWLIKOWSKA
DUBIEL
JEZIERSKA
WOJTAS
PROKOP
MICHALEK
STACHURA
JACKOWSKA
MALICKA
JURKOWSKA
SOCHACKA
BOZEK
GWOZDZ
BIELAK
KEPA
KUCHTA
SWIERCZYNSKA
ROSA
OLCZAK
SIERADZKA
SKALSKA
SZYSZKA
BIENKOWSKA
KUC
GALKA
SZCZERBA
PLONKA
JANKOWIAK
JANUSZ
KWIECINSKA
BRODA
CHOJNOWSKA
DUDZIK
STEPNIAK
IWANSKA
MROCZKOWSKA
WOS
KNAPIK
KOLASA
PASZKOWSKA
SITEK
KRUSZEWSKA
SZATKOWSKA
SKORA
CHMURA
KAPUSTA
LENART
SUSKA
DEC
WYSZYNSKA
MAJKA
CZECHOWSKA
KOWALCZUK
PUCHALSKA
STANISLAWSKA
IVANOVA
WLODARSKA
FLORCZAK
BOIKO
DOMINIAK
SALAMON
ZDUNEK
DUDZIAK
TOMALA
TRZECIAK
MANKOWSKA
KOTOWSKA
MICHALCZYK
LIPKA
MOLENDA
JANUSZEWSKA
SKOWRONEK
AUGUSTYN
FILIPOWICZ
KAWA
ADAMCZAK
TOKARZ
BUCZYNSKA
BONDARENKO
GLOGOWSKA
